ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
devon01_0104,mcenglish,"I said, Well, I'll see your father, fix it up. And I took on three apprentices at one time and another, not all to once.",#	I	said	#	well	I	='ll	see	your	father	#	0	fix	it	up	#	and	I	took	on	three	apprentice-s	at	one	time	and	another	not	all	to	once,#	1SG	say.PST	#	well	1SG	=will	see.INF	2SG.POSS	father	#	0_I	fix.INF	3SG.N.OBL	up	#	and	1SG	take.PST	on	three	apprentice-PL	at	one	time	and	another	not	all	to	once,"I said, Well, I'll see your father, we'll fix it up. And I took on three apprentices at one time and another, not all to once.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1396487,1408212,##	pro.1:s_ds	v:pred	##ds	other	pro.1:a	=lv_aux	v:pred	ln_pro.2:poss	np.h:p	##ds	0.1:a	v:pred	pro:p	rv	##	other	pro.1:a	v:pred	rv	ln_num	np.h:p	adp	ln_deti	np:other	rn	rn	other	other	other	other,,devon01,∅	1000	∅	∅	∅	1000	∅	∅	1230	1231	∅	1000	∅	∅	∅	∅	∅	1000	∅	∅	∅	1232	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1000	∅	∅	∅	1000	∅	∅	1230	1231	∅	1000	∅	∅	∅	∅	∅	1000	∅	∅	∅	1232	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0105,mcenglish,"But each one of those, when they finished with me, they worked on their own and they're still doing it. Yeah.",#	but	each	one	of	those	#	when	they	finish-ed	with	me	%	they	work-ed	on	their	own	#	and	they	='re	still	do-ing	it	yeah,#	but	each	one	of	DIST.PL	#	when	3PL	finish-PST	with	1SG.OBL	%	3PL	work-PST	on	3PL.POSS	own	#	and	3PL	=be.PRS	still	do-PTCP.PRS	3SG.N.OBL	yeah,"But each one of those, when they finished with me, they worked on their own and they're still doing it. Yeah.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1408212,1416651,##	other	ln_adj	num_np.h:dt_s	rn	rn_dem_pro.h	#ac	other	pro.h:s	v:pred	adp	pro.1:obl	%	pro.h:s	v:pred	adp	ln_pro.h:poss	np:other	##	other	pro.h:a	=lv_aux	other	v:pred	pro:p	other,,devon01,∅	∅	∅	1232	∅	∅	∅	∅	1232	∅	∅	1000	∅	1232	∅	∅	1232	∅	∅	∅	1232	∅	∅	∅	1233	∅,∅	∅	∅	1232	∅	∅	∅	∅	1232	∅	∅	1000	∅	1232	∅	∅	1232	∅	∅	∅	1232	∅	∅	∅	1233	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅
devon01_0106,mcenglish,"[INTERVIEWER] So you set them up then, really.",[INT]	#	so	you	set	them	up	then	really,[INT]	#	so	2SG	set.PST	3PL.OBL	up	then	really,"[INTERVIEWER] So you set them up then, really.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1416651,1418437,[INT]	#nc	nc	nc_pro.2	nc	nc_pro.h	nc	nc	nc,,devon01,∅	∅	∅	1000	∅	1232	∅	∅	∅,∅	∅	∅	1000	∅	1232	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0107,mcenglish,"Well, that's what makes you feel sorry for these youngsters today. They can't go, they got to be directed to a job now, through the labour exchange.",#	well	that	='s	#	what	make-s	you	#	0	feel	sorry	for	these	youngster-s	today	#	they	can't	go	#	they	got	to	be	direct-ed	to	a	job	now	through	the	labour exchange,#	well	DIST.SG	=be.PRS.3SG	#	what	make-PRS.3SG	2SG	#	0_you	feel.INF	sorry	for	PROX.PL	youngster-PL	today	#	3PL	can.NEG	go.INF	#	3PL	get.PST	to	be.INF	direct-PTCP.PST	to	a	job	now	through	the	labour_exchange,"Well, that's what makes you feel sorry for these youngsters today. They can't go, they got to be directed to a job now, through the Labour Exchange.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1418437,1428925,##	other	dem_pro:s	=cop	#cc:pred	intrg_other:a	v:pred	gen_pro.2:p	#cc:obl	gen_f0.h:s	vother:pred	other	adp	ln_dem	np.h:obl	other	##neg	pro.h:s	lv_aux	v:pred	##	pro.h:s	lv_aux	lv	lv_aux	v:pred	adp	ln_deti	np:g	other	adp	ln_det	np:obl,,devon01,∅	∅	1234	∅	1234	1234	∅	∅	∅	∅	∅	∅	∅	∅	1226	∅	∅	1226	∅	∅	∅	1226	∅	∅	∅	∅	∅	∅	1235	∅	∅	∅	1236,∅	∅	1234	∅	1234	1234	∅	∅	∅	∅	∅	∅	∅	∅	1226	∅	∅	1226	∅	∅	∅	1226	∅	∅	∅	∅	∅	∅	1235	∅	∅	∅	1236,∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	bridging
devon01_0108,mcenglish,"And it dudd'nt give them their freedom, but I think I'd overcome that, if I was one of them.",#	and	it	dudd'nt	give	them	their	freedom	#	but	I	think	#	I	='d	overcome	that	#	if	I	was	one	of	them,#	and	3SG.N	do.PRS.3SG.NEG	give.INF	3PL.OBL	3PL.POSS	freedom	#	but	1SG	think.PRS	#	1SG	=would	overcome.INF	DIST.SG	#	if	1SG	be.PRS.1SG	one	of	3PL.OBL,"And it doesn't give them their freedom, but I think I'd overcome that, if I was one of them.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1428925,1436862,##neg	other	pro:a	lv_aux	v:pred	pro.h:p	ln_pro.h:poss	np:p2	##	other	pro.1:a	v:pred	#cc:p	pro.1:a	=lv_aux	v:pred	dem_pro:p	#ac	adp	pro.1:s	cop	num_np.h:pred	rn	rn_pro.h,,devon01,∅	∅	1237	∅	∅	1226	1226	1238	∅	∅	1000	∅	∅	1000	∅	∅	1237	∅	∅	1000	∅	1239	∅	1226,∅	∅	1237	∅	∅	1226	1226	1238	∅	∅	1000	∅	∅	1000	∅	∅	1237	∅	∅	1000	∅	1239	∅	1226,∅	∅	bridging	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅
devon01_0109,mcenglish,"[INTERVIEWER] Yeah. That's right, that's right. Going back to your shipbuilding days, when you first started with Jackson's, do they-- how many apprentices would they have had at Jackson's?",[INT]	#	yeah	that	='s	right	#	that	='s	right	#	go-ing	back	to	your	shipbuilding day-s	#	when	you	first	start-ed	with	Jackson='s	0	#	do	they	how	many	apprentice-s	would	they	have	had	at	Jackson='s	0,[INT]	#	yeah	DIST.SG	=be.PRS.3SG	right	#	DIST.SG	=be.PRS.3SG	right	#	go-PTCP.PRS	back	to	2SG.POSS	shipbuilding_day-PL	#	when	2SG	first	start-PST	with	Jackson=POSS	0_yard	#	do.PRS	3PL	how	many	apprentice-PL	would	3PL	have.INF	have.PST	at	Jackson=POSS	0_yard,"[INTERVIEWER] Yeah. That's right, that's right. Going back to your shipbuilding days, when you first started with Jackson's, how many apprentices would they have had at Jackson's?",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1436862,1448950,[INT]	#nc	nc	nc	nc	nc	#nc	nc	nc	nc	#nc	nc	nc	nc	nc_pro.2	nc_np	#nc	nc	nc_pro.2	nc	nc	nc	nc_pn_np.h	nc_0	#nc	nc	nc_pro.h	nc	nc	nc_np.h	nc	nc_pro.h	nc	nc	nc	nc_pn_np.h	nc_0,,devon01,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1000	1240	∅	∅	1000	∅	∅	∅	1199	1075	∅	∅	1160	∅	∅	1241	∅	1160	∅	∅	∅	1199	1075,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1000	1240	∅	∅	1000	∅	∅	∅	1199	1075	∅	∅	1160	∅	∅	1241	∅	1160	∅	∅	∅	1199	1075,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅
devon01_0110,mcenglish,"Oh, about -- well the, all those in the picture I suppose, there was ten or a doz--, a dozen of us there. And there was no men because they was all gone to the War, you see?",#	oh	about	well	the	all	those	in	the	picture	I	suppose	#	there	was	ten	or	a	doz--	a	dozen	of	us	there	#	and	there	was	no	men	#	because	they	was	all	gone	to	the	War	you	see,#	oh	about	well	the	all	DIST.PL	in	the	picture	1SG	suppose.PRS	#	there	be.PRS.3SG	ten	or	a	NC	a	dozen	of	1PL.OBL	there	#	and	there	be.PRS.3SG	no	man.PL	#	because	3PL	be.PRS.3SG	all	go.PTCP.PST	to	the	War	2SG	see.PRS,"Well the, all those in the picture, I suppose, there was ten or a dozen of us there. And there were no men because they had all gone to the war, you see?",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1448950,1461830,#nc	nc	nc	nc	nc	nc	nc_dem_pro	nc	nc	nc_np	nc_pro.1	nc	##	other	other:predex	num_np.h:s	rn	nc	nc	rn_deti	rn_np.h	rn	rn_pro.1	other:l	##	other	other	other:predex	ln	np.h:s	#ac	other	pro.h:s	lv_aux	rn	v:pred	adp	ln_det	np:g	other	other,,devon01,∅	∅	∅	∅	∅	∅	1242	∅	∅	1243	1000	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1244	1075	∅	∅	∅	∅	∅	1245	∅	∅	1245	∅	∅	∅	∅	∅	1167	∅	∅,∅	∅	∅	∅	∅	∅	1242	∅	∅	1243	1000	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1244	1075	∅	∅	∅	∅	∅	1245	∅	∅	1245	∅	∅	∅	∅	∅	1167	∅	∅,∅	∅	∅	∅	∅	∅	unused	∅	∅	unused	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0111,mcenglish,"[INTERVIEWER] Of course, yeah.",[INT]	of	course	yeah,[INT]	of	course	yeah,"[INTERVIEWER] Of course, yeah.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1461830,1462650,[INT]	nc	nc	nc,,devon01,∅	∅	∅	∅,∅	∅	∅	∅,∅	∅	∅	∅
devon01_0112,mcenglish,"We weren't old enough to go to the War, and uh, I think that's what made it all the more hard work for us.",#	we	were-n't	old	enough	#	0	to	go	to	the	War	#	and	uh	I	think	#	that	='s	#	what	made	it	all	the	more	hard	work	for	us,#	1PL	be.PST-NEG	old	enough	#	0_we	to	go.INF	to	the	War	#	and	uh	1SG	think.PRS	#	DIST.SG	=be.PST.3SG	#	what	make.PST	3SG.N.OBL	all	the	more	hard	work	for	1PL.OBL,"We weren't old enough to go to the war, and I think that's what made it all the more hard work for us.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1462650,1475550,##neg	pro.1:s	cop	other	other:pred	#ac	f0.1:s	lv	vother:pred	adp	ln_det	np:g	##	other	other	pro.1:a	v:pred	#cc:p	dem_pro:s	=cop	#cc:pred	intrg_other:a	v:pred	pro:p	ln	ln	ln	ln_adj	np:obl	adp	pro.1:obl,,devon01,∅	1244	∅	∅	∅	∅	1244	∅	∅	∅	∅	1167	∅	∅	∅	1000	∅	∅	1246	∅	1246	∅	∅	1247	∅	∅	∅	∅	∅	∅	1244,∅	1244	∅	∅	∅	∅	1244	∅	∅	∅	∅	1167	∅	∅	∅	1000	∅	∅	1246	∅	1246	∅	∅	1247	∅	∅	∅	∅	∅	∅	1244,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅
devon01_0113,mcenglish,"[INTERVIEWER] Because you were doing men's work then, as, as much as apprenticeship work?",[INT]	#	because	you	were	do-ing	men='s	work	then	as	as	much	as	apprenticeship work,[INT]	#	because	2SG	be.PST	do-PTCP.PRS	man.PL=POSS	work	then	as	as	much	as	apprenticeship_work,[INTERVIEWER] Because you were doing men's work then as much as apprenticeship work?,en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1475550,1478787,[INT]	#nc	nc	nc_pro.2	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc,,devon01,∅	∅	∅	1000	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1000	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0114,mcenglish,"Yes, yes. Y'see, there's nothing on the straight on a ship, 't is all on the bevel and on the bend, and when it came to planking -- you know, that's the outside skin of the ship -- you got planks two inches thick, perhaps six or seven inches deep.",yes	yes	#	y'see	there	='s	nothing	on	the	straight	on	a	ship	#	't	is	all	on	the	bevel	and	on	the	bend	#	and	#	when	it	came	to	planking	#	you	know	#	that	='s	the	outside	skin	of	the	ship	%	you	got	plank-s	two	inch-es	thick	perhaps	six	or	seven	inch-es	deep,yes	yes	#	you_see	there	=be.PRS.3SG	nothing	on	the	straight	on	a	ship	#	3SG	be.PRS.3SG	all	on	the	bevel	and	on	the	bend	#	and	#	when	3SG.N	come.PST	to	planking	#	2SG	know.PRS	#	DIST.SG	=be.PRS.3SG	the	outside	skin	of	the	ship	%	2SG	get.PST	plank-PL	two	inch-PL	thick	perhaps	six	or	seven	inch-PL	deep,"Yes, yes. You ssee, there's nothing on the straight on a ship, it is all on the bevel and on the bend, and when it came to planking -- you know, that's the outside skin of the ship -- you got planks two inches thick, perhaps six or seven inches deep.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1478787,1505187,nc	nc	##	other	other	=other:predex	indef_other:s	rn_adp	rn_det	rn_np	adp	ln_deti	np:l	##	pro:s	cop	other	adp	ln_det	np:pred_other	rn	rn_adp	rn_det	rn_np	##	other	#ac	other	pro:s	v:pred	adp	np:other	##	pro.2:a	v:pred	#cc:p	dem_pro:s	=cop	ln_det	ln_adj	np:pred	rn	rn_det	rn_np	%	gen_pro.2:a	v:pred	np:p	rn_num	rn	rn_adj	rn	rn_num	rn	rn_num	rn	rn_adj,,devon01,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1248	∅	1249	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1250	∅	1001	∅	∅	1250	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1248	∅	1249	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1250	∅	1001	∅	∅	1250	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0115,mcenglish,"Well they wouldn't bend cold, so we had what we called the steam kiln, push'um in there for two three hours and steam them, take them out, take them down to the ship and put them around -- but when you was carrying them on your shoulder, you know, everybody used to put their cap on their shoulder to keep us from being scalded. But that's how they were-- those timbers were bent, you know?",#	well	they	would-n't	bend	cold	#	so	we	had	#	what	we	call-ed	the	steam kiln	#	0	push	='um	in	there	for	two	three	hour-s	#	and	0	steam	them	#	0	take	them	out	#	0	take	them	down	to	the	ship	#	and	0	put	them	around	#	#	but	when	you	was	carry-ing	them	on	your	shoulder	you	know	%	everybody	used	to	put	their	cap	on	their	shoulder	#	0	to	keep	us	from	#	0	be-ing	scald-ed	#	but	that	='s	#	how	they	were	those	timbers	were	bent	you	know,#	well	3PL	would-NEG	bend.INF	cold	#	so	1PL	have.PST	#	what	1PL	call-PST	the	steam_kiln	#	0_you	push.PRS	=3PL.OBL	in	there	for	two	three	hour-PL	#	and	0_you	steam.PRS	3PL.OBL	#	0_you	take.PRS	3PL.OBL	out	#	0_you	take.PRS	3PL.OBL	down	to	the	ship	#	and	0_you	put.PRS	3PL.OBL	around	#	#	but	when	2SG	be.PRS.3SG	carry-PTCP.PRS	3PL.OBL	on	2SG.POSS	shoulder	2SG	know.PRS	%	everybody	used	to	put.INF	3PL.POSS	cap	on	3PL.POSS	shoulder	#	0_we	to	keep.INF	1PL.OBL	from	#	0_we	be.PTCP.PRS	scald-PTCP.PST	#	but	DIST.SG	=be.PST.3SG	#	how	3PL	were	DIST.PL	timbers	be.PST	bend.PTCP.PST	2SG	know.PRS,"Well they wouldn't bend cold, so we had what we called the steam kiln, you push them in there for two, three hours and steam them, take them out, take them down to the ship and put them around -- but when you were carrying them on your shoulder, you know, everybody used to put their cap on their shoulder to keep themselves from being scalded. But that's how those timbers were bent, you know?",en,WORD_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1505187,1534275,##neg	other	pro.h:s	lv_aux	v:pred	other	##	other	pro.1:a	v:pred	#cc:p	intrg_other:p	pro.1:a	v:pred	ln_det	np:obl	##	gen_0.2:a	v:pred	=pro:p	adp	other:g	adp	ln_num	ln_num	np:other	##	other	gen_0.2:a	v:pred	pro:p	##	gen_0.2:a	v:pred	pro:p	rv	##	gen_0.2:a	v:pred	pro:p	adp	adp	ln_det	np:g	##	other	gen_0.2:a	v:pred	pro:p	rv	##	#ac	other	other	gen_pro.2:a	lv_aux	v:pred	pro:p	adp	ln_gen_pro.2:poss	np:l	other	other	%	indef_other.h:a	lv_aux	lv	v:pred	ln_pro.h:poss	np:p	adp	ln_pro.h:poss	np:g	#ac	f0.1:a	lv	v:pred	pro.1:p	adp	#cc:obl	f0.h:s	lv_aux	vother:pred	##	other	dem_pro:s	=cop	#cc:pred	other	nc	nc	ln_dem	np:s	lv_aux	v:pred	other	other,,devon01,∅	∅	1251	∅	∅	∅	∅	∅	1252	∅	1253	∅	1252	∅	∅	∅	∅	∅	∅	1251	∅	1253	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	1251	∅	∅	∅	∅	1251	∅	∅	∅	1248	∅	∅	∅	∅	1251	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	1254	∅	∅	∅	1255	∅	∅	∅	1255	1256	∅	1255	1257	∅	1252	∅	∅	1252	∅	∅	1252	∅	∅	∅	∅	1258	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅,∅	∅	1251	∅	∅	∅	∅	∅	1252	∅	1253	∅	1252	∅	∅	∅	∅	∅	∅	1251	∅	1253	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	1251	∅	∅	∅	∅	1251	∅	∅	∅	1248	∅	∅	∅	∅	1251	∅	∅	∅	∅	∅	∅	∅	∅	1251	∅	∅	1254	∅	∅	∅	1255	∅	∅	∅	1255	1256	∅	1255	1257	∅	1252	∅	∅	1252	∅	∅	1252	∅	∅	∅	∅	1258	∅	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	bridging	∅	∅	∅	∅	bridging	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
devon01_0116,mcenglish,"[INTERVIEWER] I see, yeah.",[INT]	#	I	see	yeah,[INT]	#	1SG	see.PRS	yeah,"[INTERVIEWER] I see, yeah.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1534275,1535537,[INT]	#nc	nc_pro.1	nc	nc,,devon01,∅	∅	1001	∅	∅,∅	∅	1001	∅	∅,∅	∅	∅	∅	∅
devon01_0117,mcenglish,With steam.,with	steam,with	steam,With steam.,en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1535537,1536300,nc	nc,,devon01,∅	∅,∅	∅,∅	∅
devon01_0118,mcenglish,[INTERVIEWER] They were steamed.,[INT]	#	they	were	steam-ed,[INT]	#	3PL	be.PST	steam-PTCP.PST,[INTERVIEWER] They were steamed.,en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1536300,1537212,[INT]	#nc	nc_pro	nc	nc,,devon01,∅	∅	1251	∅	∅,∅	∅	1251	∅	∅,∅	∅	∅	∅	∅
devon01_0119,mcenglish,"And uh, they were taken down and clamped up to the side and fastened.",#	and	uh	they	were	take-n	down	#	and	0	clamp-ed	up	to	the	side	#	and	0	fasten-ed,#	and	uh	3PL	be.PST	take-PTCP.PST	down	#	and	0_timbers	clamp-PTCP.PST	up	to	the	side	#	and	0_timbers	fasten-PTCP.PST,And they were taken down and clamped up to the side and fastened.,en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1537212,1545687,##	other	other	pro:s	lv_aux	v:pred	rv	##	other	0:s	v:pred	adp	adp	ln_det	np:g	##	other	0:s	v:pred,,devon01,∅	∅	∅	1251	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅	1259	∅	∅	1251	∅,∅	∅	∅	1251	∅	∅	∅	∅	∅	1251	∅	∅	∅	∅	1259	∅	∅	1251	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅
devon01_0120,mcenglish,"And uh, then you'd get ready to treat more planks for the next day, and get them all ready to, because the edges of the planks weren't square; they were a little bit bevelled to allow for the caulking, you know that was driving in the oakum, the joint would be v-shaped, wider on the outside and tight on the inside.",#	and	uh	then	you	='d	get	ready	#	0	to	treat	more	plank-s	for	the	next	day	#	and	0	get	them	all	ready	to	#	because	the	edge-s	of	the	plank-s	were-n't	square	#	they	were	a	little	bit	bevelled	#	0	to	allow	for	the	caulking	you	know	#	that	was	#	driving	in	the	oakum	#	the	joint	would	be	v-shaped	wider	on	the	outside	and	tight	on	the	inside,#	and	uh	then	2SG	=would	get.INF	ready	#	0_you	to	treat.INF	more	plank-PL	for	the	next	day	#	and	0_you	get.INF	3PL.OBL	all	ready	to	#	because	the	edge-PL	of	the	plank-PL	be.PST-NEG	square	#	3PL	be.PST	a	little	bit	bevelled	#	0_planks	to	allow	for	the	caulking	2SG	know.PRS	#	DIST.SG	be.PRS.3SG	#	drive.PTCP.PRS	in	the	oakum	#	the	joint	would	be.INF	v-shaped	wider	on	the	outside	and	tight	on	the	inside,"And then you'd get ready to treat more planks for the next day, and get them all ready, because the edges of the planks weren't square; they were a little bit bevelled to allow for the caulking, you know that was driving in the oakum, the joint would be v-shaped, wider on the outside and tight on the inside.",en,MORPHEME_ALIGNED,,devon01_mp3 devon01_wav devon01_eaf devon01_xml devon01_tsv,,1545687,1578344,##	other	other	other	gen_pro.2:s	=lv_aux	v:pred	rv	#ac	gen_f0.2:a	lv	vother:pred	ln_detq	np:p	adp	ln_det	ln_adj	np:other	##	other	gen_0.2:a	v:pred	pro:p	rn	other	nc	#ac.neg	other	ln_det	np:s	rn	rn_det	rn_np	cop	np:pred	##	pro:s	cop	other	other	other	other:pred	#ac	f0:s	lv	vother:pred	adp	ln_det	np:obl	other	other	##	dem_pro:s	cop	#cc:pred	vother:pred	rv	ln_det	np:p	##	ln_det	np:s	lv_aux	cop	other:pred	other	other	other	other	other	other	other	other	other,,devon01,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1260	∅	∅	∅	∅	∅	∅	∅	∅	1260	∅	∅	∅	∅	∅	∅	1261	∅	∅	1260	∅	∅	∅	1261	∅	∅	∅	∅	∅	∅	1261	∅	∅	∅	∅	1262	∅	∅	∅	1262	∅	∅	∅	∅	∅	1263	∅	∅	1264	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1260	∅	∅	∅	∅	∅	∅	∅	∅	1260	∅	∅	∅	∅	∅	∅	1261	∅	∅	1260	∅	∅	∅	1261	∅	∅	∅	∅	∅	∅	1261	∅	∅	∅	∅	1262	∅	∅	∅	1262	∅	∅	∅	∅	∅	1263	∅	∅	1264	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
